rowname,baseMean,log2FoldChange,lfcMLE,lfcSE,stat,pvalue,padj
Endogenous_PTCH1_NM_000264.3,729.8333333333334,0.4864432730442101,0.5851000077839328,0.19948203019634803,2.438531794394759,0.014747061350362356,0.6197440145784596
Endogenous_KAT2B_NM_003884.3,1360.5,-0.4033045354267081,-0.4522222216290693,0.16550106298788,-2.4368697586929877,0.014815014271869658,0.6197440145784596
Endogenous_FLT1_NM_002019.4,707.3333333333334,0.5437307557674246,0.711638971706462,0.2261772150540735,2.4040032309949155,0.01621662995694706,0.6197440145784596
Endogenous_FEN1_NM_004111.4,272.0833333333333,0.46396849355288144,0.5500644707998725,0.19358288789285996,2.3967433206682434,0.016541506722996216,0.6197440145784596
Endogenous_LTBP1_NM_000627.3,2171.6666666666665,0.605304689682593,0.925070687869544,0.25326491134325935,2.3900061262817456,0.016848091759366836,0.6197440145784596
Endogenous_WNT5A_NM_003392.3,832.4166666666666,0.5480320383688206,0.7344245921054645,0.23181110887638817,2.364131904744286,0.01807237673001284,0.6197440145784596
Endogenous_SPRY2_NM_005842.2,1194.6666666666667,-0.49460338680382127,-0.6166487816614977,0.21227084376366812,-2.3300580429900597,0.019803083581291955,0.6197440145784596
Endogenous_H3F3C_NM_001013699.2,16566.5,0.4714572174940821,0.5751482737606658,0.20482171398756113,2.301793146417639,0.021346840246082733,0.6197440145784596
Endogenous_FUT8_NM_004480.4,668.8333333333334,0.4411267682773614,0.521124149369952,0.1920663156162838,2.2967419709276795,0.021633493645024485,0.6197440145784596
Endogenous_MAPK9_NM_139068.2,839.25,0.3282711008147959,0.3562051543338348,0.14324999018590692,2.2915959742040632,0.021928968006571792,0.6197440145784596
Endogenous_PPP2CB_NM_001009552.1,2526.0,0.3341527940254999,0.36421424037406325,0.1466343386355059,2.278816797858755,0.0226779579376759,0.6197440145784596
Endogenous_COL11A1_NM_001854.3,555.75,0.5989929583771282,1.4455254641074247,0.2631134762783313,2.2765575022979476,0.022812663113317533,0.6197440145784596
Endogenous_EPHA2_NM_004431.2,735.9166666666666,-0.5798545905234925,-0.9558674158773,0.2601470131680364,-2.2289496368307247,0.025817255937725707,0.6481869365860058
Endogenous_MAPK1_NM_138957.2,2490.0,0.3541481259419045,0.39292372376783774,0.1589185213272105,2.228488680766917,0.025847945323981825,0.6481869365860058
Endogenous_SPP1_NM_000582.2,4436.0,0.44035824399206164,3.1911919400914712,0.2005057764250789,2.1962371949748096,0.02807497040418869,0.6779585445752232
Endogenous_LEPR_NM_001003679.1,1064.5833333333333,-0.5493061628886503,-0.8902302708833651,0.258891276622149,-2.1217638927647644,0.033857570171219216,0.7836651229200681
Endogenous_IGF1R_NM_000875.2,3786.9166666666665,-0.4665488629780799,-0.5990239715362424,0.2211106684377145,-2.110024207671842,0.03485627080472695,0.7836651229200681
Endogenous_MAP3K14_NM_003954.1,1056.0,-0.32232478059623443,-0.3556326216287685,0.15524986162777035,-2.076167909051318,0.03787842417414049,0.8082566341808364
Endogenous_PDGFRB_NM_002609.3,4701.333333333333,0.5132313453269074,0.7616783540017675,0.2497115561210704,2.055296732354957,0.03985035275291251,0.8082566341808364
Endogenous_CBL_NM_005188.2,902.0833333333334,-0.3567391452271271,-0.4059453767401872,0.17390840062785565,-2.0513048474898494,0.04023726871272976,0.8082566341808364
Endogenous_MCM4_NM_182746.1,1251.6666666666667,0.2856124884175456,0.3089244407940244,0.1407479335373603,2.0292481831836793,0.04243301815149485,0.8082566341808364
Endogenous_CREB3L4_NM_130898.2,163.66666666666666,-0.4663466755237929,-0.6205556894034561,0.2302003650081521,-2.0258294356191753,0.04278226637248,0.8082566341808364
Endogenous_MAP2K4_NM_003010.2,1147.9166666666667,0.23620832500906092,0.248831965380796,0.11693739375083641,2.01995544310112,0.0433880095035725,0.8082566341808364
Endogenous_RAD51_NM_133487.2,73.66666666666667,0.4754384988047203,0.6574202696775105,0.23830018143943674,1.9951243676478339,0.04602931728915821,0.8154567476963762
Endogenous_PTCRA_NM_138296.2,74.25,-0.42925924993607545,-0.5405681095961948,0.2153977495987607,-1.9928678490638474,0.04627591973123608,0.8154567476963762
Endogenous_GLI1_NM_005269.1,193.25,0.4811220144041118,0.6910258462608212,0.24495536265524173,1.9641211737064879,0.0495160412857587,0.8446280529004268
Endogenous_HOXA9_NM_152739.3,468.0833333333333,-0.5125168088527703,-1.2668181627932418,0.2620877983832295,-1.9555157165438088,0.05052223015815436,0.8446280529004268
Endogenous_HIST1H3H_NM_003536.2,2996.4166666666665,0.4756510837958926,0.6893753535150108,0.24636968857784197,1.9306396275514544,0.053527633702183296,0.8725004293455878
Endogenous_GTF2H3_NM_001516.3,1070.3333333333333,0.32973347815044846,0.37410091587933475,0.17227850302764192,1.9139560209525563,0.055625775382484414,0.8845855012043863
Endogenous_OSM_NM_020530.3,68.66666666666667,-0.5038298519514697,-0.9503810597887371,0.2658774270243296,-1.894970391395302,0.058096324406026426,0.8912919470894832
Endogenous_BCOR_NM_001123383.1,792.0833333333334,0.2587059473570164,0.2786253421685965,0.1372893799056884,1.884384265809458,0.059513016560361995,0.8912919470894832
Endogenous_PDGFA_NM_002607.5,271.5833333333333,-0.4244943529274804,-0.5547744646243289,0.225830518395765,-1.879703221437767,0.06014853630665224,0.8912919470894832
Endogenous_ALK_NM_004304.3,44.75,-0.4619107320925935,-0.6728348059975239,0.24705721804070072,-1.8696508272690797,0.06153232212974498,0.891534978413194
Endogenous_HSPA1A_NM_005345.5,1982.4166666666667,-0.48877359089916494,-0.9091445387053834,0.2656096621083412,-1.8401950705384957,0.06573960344467285,0.9055457473079003
Endogenous_SMAD2_NM_001003652.1,3153.3333333333335,-0.30996552561826884,-0.34956335809194794,0.16888079444259,-1.8354101580428066,0.0664449397425945,0.9055457473079003
Endogenous_MAPK8IP2_NM_012324.2,270.9166666666667,-0.4863976969206118,-0.8908408473318256,0.26522303571762473,-1.8339194995055608,0.06666594458708468,0.9055457473079003
Endogenous_COMP_NM_000095.2,2751.75,0.48144516455109787,0.8858608037511043,0.26535106315495194,1.814370588257103,0.06962069070646568,0.9134217308063577
Endogenous_STAG2_NM_001042749.1,1280.8333333333333,0.22142941746240377,0.23480242309826205,0.12349509374344056,1.7930219796619653,0.07296940962599523,0.9134217308063577
Endogenous_LAT_NM_001014987.1,922.75,-0.4130492022792224,-0.5531102261883454,0.23167705970464164,-1.7828662138832687,0.07460808405887562,0.9134217308063577
Endogenous_ETV4_NM_001079675.1,324.3333333333333,-0.4623879507878961,-0.7694796863006428,0.260849814773256,-1.772621349912889,0.07629147154144278,0.9134217308063577
Endogenous_HELLS_NM_018063.3,598.4166666666666,0.34751460958747926,0.41468614759036276,0.19631283664986776,1.7702082834618005,0.07669244993469748,0.9134217308063577
Endogenous_PRKCA_NM_002737.2,315.5833333333333,0.3301657983156648,0.3855236961709871,0.1868505049775878,1.767005116498172,0.07722737143247013,0.9134217308063577
Endogenous_KITLG_NM_003994.4,1823.8333333333333,0.4353612388320148,0.6338577467371485,0.24706065788746218,1.762163359211667,0.07804170083480143,0.9134217308063577
Endogenous_HIST1H3B_NM_003537.3,3635.9166666666665,0.45711506595154544,0.7661921947875905,0.26131941237776873,1.7492579743395813,0.08024643685365598,0.9134217308063577
Endogenous_BCL2A1_NM_004049.2,741.25,-0.4605887224320661,-1.0937264864482716,0.26342380258453113,-1.7484704036350927,0.08038260614146236,0.9134217308063577
Endogenous_GRB2_NM_002086.4,2984.0,0.2436886591709489,0.26325611920931563,0.13977393818206113,1.7434484735883644,0.08125530734166986,0.9134217308063577
Endogenous_ATM_NM_138292.3,823.9166666666666,-0.3126074340597111,-0.3611246503801027,0.18171698797826702,-1.7202983471038948,0.08537822376183718,0.9435017269952177
Endogenous_SYK_NM_003177.3,971.0,0.3285315127907657,0.38813270554463764,0.19210278956550045,1.710186059941351,0.08723147263913827,0.9479153360119693
Endogenous_WNT3_NM_030753.3,669.5833333333334,-0.4344526739969662,-0.6851942825545557,0.2565926219341008,-1.6931612090878596,0.09042478601408596,0.9551124908590809
Endogenous_PGF_NM_002632.5,276.4166666666667,0.4243294183949152,0.6355252037589186,0.2509237409670188,1.6910692338621267,0.09082358041911506,0.9551124908590809
Endogenous_BID_NM_197966.1,443.0833333333333,0.2365850157885501,0.2562706185169773,0.1419003111477481,1.6672621354735107,0.09546229225507898,0.9610251896640634
Endogenous_EIF4EBP1_NM_004095.3,1182.75,0.4314031836371689,0.6986550504247282,0.2588901145117405,1.6663563398346948,0.09564246136459698,0.9610251896640634
Endogenous_HDAC4_NM_006037.3,943.6666666666666,0.2603886921093336,0.28837434348530583,0.15773819437745967,1.650765010573383,0.09878656729576497,0.9610251896640634
Endogenous_CCND3_NM_001760.2,857.25,-0.22447639759412172,-0.24150227893849988,0.1364079313280475,-1.6456257008566337,0.09984084442365311,0.9610251896640634
Endogenous_RAF1_NM_002880.2,2398.6666666666665,0.20279002159855597,0.215117949575939,0.12385483090330945,1.6373202411205854,0.10156357376289263,0.9610251896640634
Endogenous_CCR7_NM_001838.2,172.75,-0.42630128962641184,-0.723247586881525,0.26205070597264074,-1.6267893194339251,0.10378185079644295,0.9610251896640634
Endogenous_CCNE2_NM_057735.1,149.08333333333334,0.3711260530478155,0.4901286905019378,0.228433281208974,1.624658417038208,0.10423536234710691,0.9610251896640634
Endogenous_CACNA2D2_NM_001005505.1,148.33333333333334,0.41578590221687217,0.6938973882202909,0.2610507523337693,1.5927397201493776,0.11121859297140751,0.9610251896640634
Endogenous_IL12RB2_NM_001559.2,269.0833333333333,-0.42103501524690723,-0.948693988410297,0.2649124977462376,-1.5893361726188584,0.11198451629967235,0.9610251896640634
Endogenous_APH1B_NM_001145646.1,534.75,-0.3194750629055809,-0.3867481562437121,0.20197738475710464,-1.5817368033048722,0.11370966728049334,0.9610251896640634
Endogenous_CCND1_NM_053056.2,7111.166666666667,-0.3078827268481622,-0.36694152587329276,0.19581355708414486,-1.5723258973118959,0.11587499002411393,0.9610251896640634
Endogenous_PPP2R1A_NM_014225.3,4621.083333333333,0.2064215854465823,0.22089479127728875,0.1318547078878784,1.5655230575620496,0.11746031527660328,0.9610251896640634
Endogenous_ITGA2_NM_002203.2,754.0,0.3734700910876519,0.5235624258908659,0.24092096888782513,1.550176777105453,0.121099092129228,0.9610251896640634
Endogenous_FST_NM_006350.2,809.75,0.41195821830989715,0.7718353229881859,0.265782112190194,1.5499847409411036,0.121145178496249,0.9610251896640634
Endogenous_TGFB2_NM_003238.2,239.5,0.3659868290016671,0.5009309136703952,0.2363560336801229,1.5484556213910012,0.12151263854071125,0.9610251896640634
Endogenous_NPM1_NM_002520.5,183.5,-0.4107426404644233,-0.772718175728839,0.2658588939567162,-1.5449648283397104,0.12235477100185146,0.9610251896640634
Endogenous_NFATC1_NM_172389.1,407.4166666666667,0.2798936272847115,0.32299063491780206,0.18118968355759793,1.5447547663260686,0.12240559230110606,0.9610251896640634
Endogenous_DUSP2_NM_004418.3,274.5833333333333,0.4072632262585246,0.7194788564475826,0.2640303666266124,1.5424863111843112,0.12295546186002937,0.9610251896640634
Endogenous_MCM7_NM_182776.1,3243.0833333333335,-0.1627387770832416,-0.16975862310875614,0.10609710992890743,-1.5338662588668823,0.12506255826534968,0.9610251896640634
Endogenous_ENDOG_NM_004435.2,678.3333333333334,0.24920102994440313,0.27805361533348455,0.16249959810826523,1.5335485923994294,0.1251407435463388,0.9610251896640634
Endogenous_SOS2_NM_006939.2,1476.0833333333333,-0.2684577377120174,-0.30690919588424026,0.1763998376298453,-1.521870662235784,0.128041491514494,0.9610251896640634
Endogenous_BMP7_NM_001719.1,1089.4166666666667,0.3221073832096261,0.40094944963501117,0.211776389995544,1.520978722965311,0.12826517682295238,0.9610251896640634
Endogenous_FZD3_NM_017412.2,502.25,0.3582546708367263,0.4896138357547327,0.23605859248274247,1.5176514740208713,0.12910228320808043,0.9610251896640634
Endogenous_ARNT2_NM_014862.3,859.4166666666666,-0.3908732317745553,-0.6306909304430021,0.2586094726979538,-1.511442050814127,0.13067586243728765,0.9610251896640634
Endogenous_POLE2_NM_002692.2,191.41666666666666,0.2849817543483631,0.33437024084286926,0.18905317029096763,1.5074158973888343,0.1317040864268376,0.9610251896640634
Endogenous_CDC7_NM_003503.2,516.4166666666666,0.2916845237587448,0.34573171872487796,0.19351007535508874,1.5073350740187925,0.1317247916164994,0.9610251896640634
Endogenous_MED12_NM_005120.2,1065.8333333333333,0.21404539922585056,0.23241553476392815,0.14376822142280551,1.4888227530920626,0.13653404910891853,0.9610251896640634
Endogenous_KDM6A_NM_021140.2,1180.1666666666667,0.24611438275330597,0.2758891689311019,0.16533827540774845,1.4885505618487418,0.13660575834742195,0.9610251896640634
Endogenous_HDAC2_NM_001527.1,2959.3333333333335,0.28400062974993157,0.3346220127042857,0.19093231719151868,1.4874413819901362,0.1368982741989491,0.9610251896640634
Endogenous_MYB_NM_005375.2,273.75,0.35194861494854673,0.4867824814204826,0.23842139306787968,1.476162060878259,0.13990039170238144,0.9610251896640634
Endogenous_MNAT1_NM_002431.2,600.1666666666666,0.19429787222116118,0.2078891995631754,0.13172002490314866,1.4750822615166135,0.14019042880354834,0.9610251896640634
Endogenous_TNF_NM_000594.2,341.4166666666667,-0.35565574196110156,-0.501498674018874,0.24194999902849093,-1.4699555420094097,0.14157379520664373,0.9610251896640634
Endogenous_FN1_NM_212482.1,11708.5,0.39058482673360145,0.8285047271088133,0.2660581465369791,1.4680431019213858,0.14209251537262996,0.9610251896640634
Endogenous_DKK1_NM_012242.2,98.75,0.3684257350827853,1.1166647058977277,0.2514977502975005,1.4649265635456736,0.14294095455084724,0.9610251896640634
Endogenous_FANCC_NM_000136.2,513.1666666666666,0.23423800207227058,0.26028589232920124,0.15991089790108098,1.4648032444741037,0.14297460643775176,0.9610251896640634
Endogenous_MAPT_NM_016834.3,228.66666666666666,-0.35340534219338887,-0.4991371466456425,0.24222975095726298,-1.4589675330828409,0.1445740439173623,0.961859965654288
Endogenous_POLR2J_NM_006234.4,310.6666666666667,-0.19352683940223012,-0.20778445509418877,0.13470969889559847,-1.4366214236156492,0.15082559283180264,0.9813496291695816
Endogenous_CAPN2_NM_001748.4,4333.583333333333,0.3037083917031991,0.37997969732561576,0.21342323282776182,1.4230334143063972,0.15472646902700438,0.9813496291695816
Endogenous_XPA_NM_000380.3,917.1666666666666,0.16047032274095524,0.16850140731373267,0.11352774502631979,1.4134899156479543,0.1575117243985233,0.9813496291695816
Endogenous_CCND2_NM_001759.2,1044.0,0.29409310025185,0.36257038090940286,0.20855419659873345,1.4101519175741968,0.15849482994417546,0.9813496291695816
Endogenous_CARD11_NM_032415.2,113.25,-0.3651358494294205,-0.5920425035807845,0.2590004048766782,-1.4097887206133064,0.158602078144934,0.9813496291695816
Endogenous_SRSF2_NM_003016.3,2974.25,-0.2691665909796797,-0.31729020321353246,0.1911364624354016,-1.4082430298753172,0.15905911866216985,0.9813496291695816
Endogenous_COL5A1_NM_000093.3,5933.75,0.35028029200634997,0.5255985964937282,0.2511900453439952,1.394483175185762,0.16317174670331958,0.9813496291695816
Endogenous_BMP8A_NM_181809.3,83.66666666666667,0.3692545816189713,0.8203555524988135,0.2652191013440555,1.3922623964401257,0.1638429541034935,0.9813496291695816
Endogenous_SETBP1_NM_015559.2,1731.6666666666667,0.2956447125747946,0.36997837990468235,0.21349861742104947,1.3847617195184987,0.16612533974005186,0.9813496291695816
Endogenous_CREB3L1_NM_052854.1,870.0,0.3460433949622463,0.5190385066113763,0.2511409345818851,1.3778852720221046,0.16823871285299388,0.9813496291695816
Endogenous_ID2_NM_002166.4,1719.5833333333333,0.33460548689916575,0.4776403680644841,0.24402705459885246,1.3711819267302636,0.17031825074894727,0.9813496291695816
Endogenous_IL22RA1_NM_021258.2,767.8333333333334,0.3042613038520518,0.3945077495370276,0.22380235025982786,1.3595089752132339,0.17398536036980444,0.9813496291695816
Endogenous_SFRP2_NM_003013.2,8621.416666666666,0.3589852384039837,0.6801448451035876,0.2659937495020268,1.3496002784879286,0.17714423480442162,0.9813496291695816
Endogenous_FZD9_NM_003508.2,94.25,-0.3589494086192056,-0.6888589677282615,0.2661729213136451,-1.3485571967564545,0.17747923689697054,0.9813496291695816
Endogenous_CACNA1D_NM_000720.2,175.16666666666666,0.3254278090968217,0.46803097876692373,0.24522097776178556,1.3270798121233789,0.18448228259684432,0.9813496291695816
Endogenous_FGFR1_NM_015850.2,2044.8333333333333,0.28369272335140233,0.3569275673155059,0.2151781256971487,1.3184087482511309,0.18736685383424734,0.9813496291695816
Endogenous_HIST1H3G_NM_003534.2,1240.1666666666667,0.34137013338428907,0.5558576670085605,0.25934752589282994,1.3162652398903287,0.18808503337656873,0.9813496291695816
Endogenous_FGF22_NM_020637.1,481.25,0.31410831740517703,0.43546064591395994,0.23887839036405006,1.3149298139797272,0.1885334917343051,0.9813496291695816
Endogenous_CCNE1_NM_001238.1,279.1666666666667,0.23731551878915688,0.2747240526876873,0.1827500645124333,1.2985796717626397,0.19408821800423526,0.9813496291695816
Endogenous_CACNB4_NM_001005747.2,257.0,0.33476842705498067,0.5356187491950021,0.2579185809998363,1.2979616503674591,0.1943005133361824,0.9813496291695816
Endogenous_CUL1_NM_003592.2,2310.25,0.22208660433436156,0.25178063114707333,0.17186608968719266,1.292207233774699,0.19628538724233063,0.9813496291695816
Endogenous_SUV39H2_NM_024670.3,478.4166666666667,-0.2299022551910235,-0.26460069594937047,0.17986571960328337,-1.2781882823369681,0.20118304672232049,0.9813496291695816
Endogenous_CDH1_NM_004360.2,6225.916666666667,0.3316060918692036,0.5482369048825244,0.2604604935223648,1.2731531273119154,0.20296370969524233,0.9813496291695816
Endogenous_PDGFC_NM_016205.1,621.9166666666666,-0.2637452776870512,-0.32418972724250983,0.20752598780033177,-1.2709024083326375,0.2037633695432464,0.9813496291695816
Endogenous_MFNG_NM_002405.2,337.5,-0.25871766284068914,-0.3147163268357032,0.20378978167821876,-1.2695320673594948,0.20425136087995735,0.9813496291695816
Endogenous_POLB_NM_002690.1,601.25,0.2159903159463103,0.24412956048304293,0.1701640194976011,1.2693066171333314,0.2043317272112488,0.9813496291695816
Endogenous_CEBPA_NM_004364.2,3451.1666666666665,0.3292858358823798,0.5367278218638801,0.25942984720160117,1.2692673546791013,0.20434572546542612,0.9813496291695816
Endogenous_CDC6_NM_001254.3,263.5,0.29202223862839066,0.389253376438708,0.23064879447237038,1.266090461458589,0.20548069719209291,0.9813496291695816
Endogenous_CASP10_NM_032977.3,94.16666666666667,-0.3292670513221722,-0.5425265151749127,0.26021462226637854,-1.2653672128582596,0.20573972279881714,0.9813496291695816
Endogenous_HSPB1_NM_001540.3,9579.25,-0.2710371576428335,-0.34025636277273846,0.2144975249461139,-1.263591072721811,0.2063768394730749,0.9813496291695816
Endogenous_IRS1_NM_005544.2,425.75,-0.25789758405958546,-0.3146866773966313,0.20491748151977773,-1.2585435959239735,0.20819523100662296,0.9813496291695816
Endogenous_RB1_NM_000321.1,1162.5833333333333,0.24442024066494877,0.2907395069815807,0.19500884581525607,1.2533802743312639,0.21006734672114571,0.9813496291695816
Endogenous_PRDM1_NM_182907.1,1086.0,0.2984535329799892,0.4123906640918645,0.23825047110742872,1.2526881126099203,0.2103192338141332,0.9813496291695816
Endogenous_FGF13_NM_033642.1,241.5,-0.33135508413113146,-0.6604597614830935,0.26643296486211776,-1.2436714965154994,0.21362049057628518,0.9813496291695816
Endogenous_PLD1_NM_002662.3,882.0,-0.24269896736285937,-0.28939618244129856,0.19601826010162257,-1.2381446873216604,0.21566241669419364,0.9813496291695816
Endogenous_RET_NM_020630.4,114.75,0.2988056807684123,0.4199283309079827,0.24136891756731682,1.2379625503564542,0.2157299471860212,0.9813496291695816
Endogenous_WIF1_NM_007191.2,419.9166666666667,0.31068882678058013,0.9432508853638061,0.25111873323571976,1.2372188357964644,0.21600585053046814,0.9813496291695816
Endogenous_KLF4_NM_004235.4,7211.333333333333,0.3278947024573981,0.6065584911893123,0.2655242983838821,1.2348952787113439,0.21686948080870658,0.9813496291695816
Endogenous_CACNB2_NM_000724.3,179.66666666666666,0.3194769551723265,0.5222152275491955,0.2596418208857038,1.230452606142223,0.21852766422520317,0.9813496291695816
Endogenous_AKT3_NM_181690.1,2899.4166666666665,-0.23391889142803413,-0.2759170842664054,0.19141841290051376,-1.222029207553869,0.22169658200498243,0.9813496291695816
Endogenous_RELN_NM_005045.2,220.75,0.3183638636717638,0.5320516270538096,0.2611792084841771,1.2189479611316423,0.22286394440673093,0.9813496291695816
Endogenous_COL27A1_NM_032888.2,966.3333333333334,-0.28879917897824753,-0.3971267219583564,0.2373093319473096,-1.2169735450705763,0.22361428144966677,0.9813496291695816
Endogenous_RPS6KA5_NM_004755.2,1077.1666666666667,-0.2693455454093413,-0.34766919192914103,0.2226019741053449,-1.2099872271657182,0.22628379412175184,0.9813496291695816
Endogenous_ACVR1B_NM_004302.3,616.4166666666666,0.2463584558142619,0.30026757690708195,0.20450793498925202,1.2046400831694348,0.22834227577073338,0.9813496291695816
Endogenous_STAT4_NM_003151.2,265.5,-0.2622213957568313,-0.33293608055370094,0.21793094009379044,-1.203231609261079,0.22888670610312625,0.9813496291695816
Endogenous_EFNA3_NM_004952.4,1285.75,0.3124936484135953,0.5146194179550253,0.2601912296116457,1.201015302783321,0.22974526533900624,0.9813496291695816
Endogenous_FGF2_NM_002006.4,786.3333333333334,0.29810823101128864,0.4387903468810249,0.24866208287414102,1.1988487652223783,0.23058675680187798,0.9813496291695816
Endogenous_JUN_NM_002228.3,2210.1666666666665,0.3022800965446231,0.878213858129439,0.25368716065673136,1.1915466898762124,0.23343903886310474,0.9813496291695816
Endogenous_TFDP1_NM_007111.4,1626.0833333333333,0.16440634846664845,0.1772231999922684,0.13802267117840114,1.1911546636722101,0.2335928736350543,0.9813496291695816
Endogenous_MAP2K1_NM_002755.2,1399.4166666666667,0.19604667145009613,0.21983999594573048,0.16554610683622042,1.1842421135523942,0.2363172358500304,0.9813496291695816
Endogenous_PPP3CB_NM_001142354.1,1058.5,-0.26060373793547714,-0.3335862814725645,0.22028699654975764,-1.1830191614447514,0.23680155345712822,0.9813496291695816
Endogenous_FOXO4_NM_005938.2,797.0833333333334,-0.20461906928351692,-0.23247908244906165,0.1730605705230017,-1.1823552220193376,0.23706478264157602,0.9813496291695816
Endogenous_DNMT1_NM_001379.2,1526.8333333333333,0.21727909865765258,0.25229792656117495,0.1842301626128843,1.179389387579344,0.23824315898957,0.9813496291695816
Endogenous_RUNX1T1_NM_004349.2,1081.3333333333333,0.2598488793924372,0.33324063809985216,0.22081161884246947,1.1767898843122815,0.23927938112475394,0.9813496291695816
Endogenous_CDK4_NM_000075.2,1062.5,0.19380803036471736,0.2172098306324786,0.16521488731573875,1.1730663835053488,0.2407691859328466,0.9813496291695816
Endogenous_PDGFD_NM_025208.4,853.0,0.30262826170105156,0.4906480918135151,0.25902260201382393,1.1683469293729836,0.24266685266634594,0.9813496291695816
Endogenous_PIK3R3_NM_003629.3,711.4166666666666,0.26058912753281666,0.33783216426640345,0.22376886182402167,1.1645459757388028,0.2442028228036766,0.9813496291695816
Endogenous_KRAS_NM_004985.3,1213.1666666666667,0.16609407706429852,0.18019928524986636,0.14313122609738274,1.1604321544153646,0.24587290165363582,0.9813496291695816
Endogenous_ACVR2A_NM_001616.3,974.0,0.2580137668276491,0.3337650690978913,0.2231876926208411,1.156039402521947,0.24766504042038803,0.9813496291695816
Endogenous_CACNA1G_NM_198397.1,192.25,0.28754629735074866,0.4245269891931087,0.2490778916923266,1.1544432763464216,0.24831848141583795,0.9813496291695816
Endogenous_GPC4_NM_001448.2,277.4166666666667,0.3044293126987316,0.5392395515714786,0.2641678176046465,1.152408781126929,0.249153134291103,0.9813496291695816
Endogenous_PPP3CA_NM_000944.4,1522.1666666666667,0.2514257252613783,0.3197605817564594,0.21842406396382458,1.151089860240946,0.24969526904436445,0.9813496291695816
Endogenous_MAPK8_NM_002750.2,709.6666666666666,0.15646160410187201,0.16824517390717084,0.13599410992812647,1.1505027988680003,0.24993684209727837,0.9813496291695816
Endogenous_WNT2B_NM_024494.1,306.1666666666667,-0.29544537331152343,-0.4722420410265752,0.2578476395764349,-1.145813759617308,0.2518722206323438,0.9813496291695816
Endogenous_WEE1_NM_003390.3,1061.0,-0.2824816162185169,-0.4171521406177068,0.24911770906831684,-1.1339282834407027,0.2568246319930172,0.9813496291695816
Endogenous_TGFBR2_NM_001024847.1,3944.8333333333335,0.2291919331532228,0.2777028585614737,0.20232472631642526,1.132792503051647,0.2573014004859252,0.9813496291695816
Endogenous_PTTG2_NM_006607.2,577.5,-0.24706848596879474,-0.31518437749461686,0.21931434129209718,-1.1265496114535107,0.25993295362533914,0.9813496291695816
Endogenous_PLAT_NM_000931.2,2486.0833333333335,0.29794332466789014,0.6047783107115222,0.26641531571918575,1.1183415783120232,0.26342113549519286,0.9813496291695816
Endogenous_CACNA1C_NM_199460.2,186.5,0.23034099603521424,0.28195548639553447,0.20605767577843218,1.1178472006201468,0.2636322584950913,0.9813496291695816
Endogenous_CREB5_NM_182898.2,700.5833333333334,0.2718579604250326,0.3863480966048707,0.24330530342996678,1.117353204359084,0.26384333517768027,0.9813496291695816
Endogenous_COL5A2_NM_000393.3,1956.0,0.28413977151104514,0.4405276159716694,0.25495086125824934,1.1144883767355829,0.26506972813731683,0.9813496291695816
Endogenous_RFC3_NM_002915.3,715.3333333333334,0.20781953406908918,0.24258798621585903,0.1867154167131523,1.113028252982231,0.26569629553736923,0.9813496291695816
Endogenous_TET2_NM_001127208.2,2257.4166666666665,0.19953536833432978,0.23002654253511698,0.18069074685525965,1.104292122352925,0.26946643895289846,0.9813496291695816
